SalePrice,Overall Qual,Gr Liv Area,Garage Area,Total Bsmt SF,Year Built,Full Bath,Year Remod/Add,Foundation_PConc,Mas Vnr Area,Fireplaces
320000,9,1698,768.0,1698.0,2007,2,2008,True,340.0,1
109900,5,904,408.0,876.0,1966,1,1966,True,41.0,0
282922,8,1464,754.0,1485.0,2007,2,2007,True,84.0,0
94500,6,987,288.0,483.0,1972,1,1972,False,297.0,1
83000,5,835,366.0,458.0,1920,1,1950,False,0.0,0
176000,7,1329,441.0,1329.0,1960,1,1960,False,128.0,2
141000,6,1375,544.0,780.0,1937,1,1950,True,0.0,1
110000,5,1374,225.0,884.0,1938,1,1950,False,0.0,0
173500,5,1430,624.0,1430.0,2004,2,2005,True,0.0,0
192000,8,1269,430.0,1256.0,2004,2,2005,True,16.0,1
136500,5,1060,308.0,756.0,1925,1,1994,True,0.0,1
251000,8,2052,642.0,1107.0,2000,2,2001,True,0.0,1
75190,4,1092,286.0,546.0,1976,1,1976,False,0.0,0
215000,7,1620,578.0,1620.0,1967,2,1967,False,0.0,1
260000,7,1530,430.0,1530.0,2005,2,2005,True,16.0,1
129900,7,1774,468.0,952.0,1931,2,1950,False,0.0,2
128000,4,914,270.0,914.0,1961,1,1961,False,0.0,0
239000,7,1767,504.0,1064.0,1987,2,1987,True,0.0,1
138000,5,1904,240.0,1208.0,1950,1,1982,False,0.0,0
132500,5,1190,540.0,1106.0,1962,1,1962,False,120.0,0
171500,6,1279,473.0,1196.0,1977,2,1977,False,0.0,2
143000,6,1846,315.0,1040.0,1949,2,1950,False,320.0,1
136000,6,1080,288.0,1080.0,1958,1,1958,False,135.0,0
228500,4,1689,432.0,1680.0,1991,2,1991,True,0.0,1
239000,7,1950,576.0,975.0,1997,2,1998,True,1600.0,1
112000,4,960,288.0,672.0,1956,1,1956,False,0.0,0
226500,7,1626,534.0,1602.0,1994,2,1994,True,251.0,1
140000,7,1710,480.0,576.0,1921,2,1950,False,0.0,0
105900,6,720,484.0,624.0,1928,1,2003,False,0.0,0
277000,7,2062,454.0,1157.0,1988,2,1989,False,128.0,1
210000,7,1417,511.0,1417.0,1997,2,1998,True,209.0,1
139900,5,1422,286.0,978.0,1960,1,1978,False,0.0,1
160000,5,1126,484.0,1126.0,1977,2,1977,False,0.0,1
137500,5,964,784.0,964.0,1961,1,1961,False,56.0,1
135000,7,1389,240.0,651.0,1946,1,1992,False,0.0,2
130000,5,1630,649.0,1073.0,1953,2,1953,False,0.0,1
178000,6,1128,315.0,1080.0,1966,1,2008,False,216.0,1
180500,7,1442,500.0,1424.0,1990,2,1990,True,0.0,0
179400,7,1476,552.0,738.0,2007,2,2007,True,0.0,0
213000,7,1820,816.0,910.0,1996,2,1997,True,0.0,1
319900,9,1612,556.0,1612.0,2006,2,2006,True,165.0,1
217000,7,1779,586.0,951.0,1999,2,2000,True,0.0,1
85000,5,1112,336.0,536.0,1976,1,1976,False,0.0,0
250000,7,1611,1231.0,1569.0,2002,2,2002,True,0.0,0
200000,5,2634,968.0,1248.0,1969,2,1969,False,368.0,0
143750,6,958,440.0,958.0,1976,2,1976,False,0.0,0
195000,6,2030,551.0,848.0,1976,2,1976,False,298.0,1
165000,5,1458,512.0,1176.0,1967,1,1967,False,450.0,1
341000,7,2418,983.0,1311.0,1993,2,1994,True,651.0,1
240000,8,2268,624.0,346.0,1890,3,2002,False,0.0,0
213000,6,1358,484.0,1358.0,2005,2,2005,True,240.0,1
370878,9,1766,478.0,1766.0,2009,2,2009,True,162.0,1
209500,7,2068,315.0,1108.0,1922,1,2005,False,0.0,1
115000,6,1639,240.0,1064.0,1936,1,1950,False,0.0,0
170000,7,1670,464.0,825.0,1971,1,1971,False,0.0,0
87000,4,765,200.0,765.0,1925,1,1950,False,0.0,0
113000,6,1013,160.0,992.0,1926,1,1950,False,0.0,0
143000,5,1144,796.0,1144.0,1959,1,1959,False,128.0,1
145000,5,1387,300.0,943.0,1967,1,1975,False,0.0,1
148000,5,914,576.0,870.0,1996,1,1996,True,0.0,0
133900,5,768,396.0,768.0,1972,1,2003,False,0.0,0
421250,8,2649,746.0,1479.0,2001,2,2002,True,1110.0,1
111000,5,1360,330.0,680.0,1910,1,2003,False,0.0,0
64000,5,672,256.0,672.0,1940,1,1950,False,0.0,0
119500,5,950,280.0,950.0,1971,1,1971,False,0.0,0
108000,6,1032,280.0,1032.0,1924,1,1950,False,0.0,0
210000,8,1590,676.0,768.0,2008,2,2008,True,0.0,0
195000,7,1455,644.0,1415.0,2003,2,2003,True,143.0,1
142500,6,1003,588.0,1003.0,1984,1,1984,False,0.0,0
205000,7,1548,672.0,952.0,1925,2,2007,False,0.0,0
139900,7,1428,576.0,712.0,1900,1,1970,False,0.0,0
169000,5,2014,624.0,716.0,1900,2,2005,True,0.0,0
193000,7,1425,591.0,1425.0,1998,2,1998,True,0.0,0
239500,8,2020,466.0,1128.0,1995,2,1995,True,0.0,1
126000,5,990,299.0,990.0,1994,1,1994,True,0.0,0
158500,6,1254,525.0,1218.0,1961,1,1961,False,291.0,1
150000,6,1740,512.0,1740.0,1968,1,1968,False,0.0,1
178900,5,1510,517.0,1510.0,1967,2,1967,False,268.0,0
144000,5,1167,495.0,915.0,1920,1,1950,False,0.0,1
129500,5,1475,336.0,550.0,1976,2,1976,True,0.0,1
125500,4,1154,240.0,796.0,1922,1,2007,False,0.0,0
121000,5,936,240.0,936.0,1954,1,1975,False,0.0,0
301000,7,2730,576.0,1502.0,1986,2,1987,False,172.0,1
392000,10,1824,932.0,1824.0,2006,2,2007,True,242.0,1
128000,5,1150,215.0,799.0,1942,1,1950,False,0.0,2
138500,5,1052,288.0,1052.0,1968,1,1968,False,168.0,0
136500,6,848,420.0,848.0,2003,1,2003,True,170.0,0
231500,7,1792,564.0,963.0,2001,2,2001,True,172.0,1
240000,8,2090,556.0,1220.0,1995,2,1996,True,438.0,1
165000,6,1350,478.0,1064.0,1974,2,1974,False,174.0,1
259000,7,1530,630.0,1530.0,2004,2,2004,True,0.0,1
190000,6,1574,566.0,796.0,1976,2,1976,True,120.0,1
256900,6,2640,515.0,932.0,1967,2,1997,True,256.0,1
169000,6,1600,460.0,916.0,1997,2,1997,True,0.0,1
102000,5,1238,357.0,864.0,1950,1,1950,False,0.0,1
166500,5,1344,686.0,1344.0,1999,2,1999,True,0.0,1
174000,7,1324,585.0,1228.0,1976,2,1976,False,130.0,1
121500,5,1392,528.0,1392.0,1957,1,1996,False,180.0,1
144000,7,1690,225.0,815.0,1916,1,1950,False,0.0,1
118500,5,936,384.0,936.0,1967,1,1967,False,162.0,1
180500,5,1152,484.0,1152.0,1964,1,1964,True,86.0,1
110000,6,1107,625.0,629.0,1921,1,1975,False,0.0,0
167000,6,1516,472.0,1516.0,1964,1,1964,False,180.0,0
142500,7,1055,319.0,1061.0,1978,2,1978,False,0.0,0
135000,5,1134,254.0,1010.0,1960,1,2002,False,45.0,0
125500,5,902,288.0,876.0,1967,1,1967,False,75.0,0
584500,9,3500,959.0,1733.0,1993,3,1994,True,738.0,1
266500,7,2340,252.0,1152.0,1941,2,2006,False,0.0,2
170000,7,1430,400.0,384.0,2000,2,2000,True,0.0,1
185500,7,1414,494.0,1414.0,2004,2,2004,True,98.0,0
263435,8,1935,552.0,832.0,2009,2,2009,True,110.0,0
111900,4,936,288.0,936.0,1969,1,1969,False,72.0,0
226000,7,1929,650.0,1057.0,2001,2,2001,True,0.0,1
139000,5,816,264.0,816.0,1983,1,1983,False,0.0,0
155000,6,1215,297.0,1215.0,1958,1,1998,False,176.0,0
230348,7,1218,462.0,1218.0,2007,2,2008,True,210.0,0
120000,5,888,240.0,920.0,1961,1,1961,False,53.0,0
142900,4,2377,528.0,1313.0,1915,2,1950,False,0.0,1
235500,7,1873,597.0,988.0,1999,2,1999,True,0.0,1
144100,6,1650,468.0,926.0,1910,2,1990,False,0.0,0
193000,6,1617,533.0,1604.0,1993,2,1994,True,0.0,1
55993,5,1044,504.0,540.0,1952,1,1952,False,0.0,0
220000,6,1991,432.0,854.0,1932,1,1950,False,480.0,1
234250,8,1342,550.0,1342.0,2006,2,2007,True,176.0,1
293000,7,1740,874.0,1721.0,2006,2,2006,True,206.0,0
151500,5,1248,286.0,1248.0,1960,1,1960,False,88.0,0
445000,9,2452,886.0,2452.0,2003,2,2003,True,724.0,1
330000,7,1502,286.0,1502.0,1998,1,1998,True,239.0,1
207500,7,2090,577.0,1190.0,1984,2,1984,False,0.0,1
158450,5,1452,572.0,1420.0,1964,1,1980,False,30.0,1
155000,6,1839,442.0,756.0,1966,1,1966,False,351.0,1
204500,7,1218,676.0,1218.0,2009,2,2010,True,0.0,0
139500,5,1022,747.0,1022.0,1994,1,1994,True,0.0,0
105000,6,1242,180.0,583.0,1935,1,1950,False,0.0,1
57625,2,810,280.0,0.0,1910,1,1950,False,0.0,0
157900,6,1442,301.0,1442.0,1958,1,1958,False,243.0,0
160500,6,1189,392.0,1189.0,1997,2,1997,True,197.0,0
154400,6,1639,240.0,747.0,1946,1,1950,False,0.0,1
250000,7,1646,482.0,1594.0,2004,2,2005,True,174.0,1
157500,5,1440,480.0,720.0,1964,1,1964,False,0.0,1
218000,6,1802,1017.0,946.0,1993,2,1993,True,85.0,1
119750,5,954,240.0,920.0,1938,1,1950,True,0.0,1
187687,7,1246,428.0,1146.0,2007,2,2008,True,20.0,1
311500,7,1954,431.0,798.0,1939,1,2006,False,312.0,2
168500,6,1350,520.0,1248.0,1964,1,1964,False,259.0,0
300000,7,2503,564.0,1223.0,1990,2,1990,True,272.0,1
325624,8,2161,789.0,1582.0,2007,1,2007,True,300.0,1
122250,5,1740,225.0,936.0,1920,1,1950,False,0.0,1
232698,8,1721,554.0,1721.0,2005,2,2005,True,210.0,0
198500,7,1922,672.0,0.0,2003,3,2003,False,500.0,1
120000,5,1073,270.0,1073.0,1967,1,1967,False,340.0,0
124500,4,864,463.0,864.0,1970,1,1970,False,0.0,0
185000,6,1674,396.0,1163.0,1918,2,1950,False,0.0,1
187000,6,1851,440.0,822.0,1964,2,1993,False,340.0,1
159500,6,1194,539.0,655.0,1959,1,1959,False,0.0,1
174000,5,1444,400.0,384.0,2006,2,2007,True,0.0,0
104900,4,1738,368.0,715.0,1920,2,2007,False,0.0,1
150750,5,1327,624.0,1063.0,1959,1,2002,False,0.0,0
156500,6,1338,576.0,520.0,1983,1,1983,False,100.0,1
177000,6,1512,440.0,756.0,2000,2,2000,True,1159.0,0
199900,7,1886,431.0,930.0,1998,2,1999,True,0.0,1
89000,4,1361,185.0,173.0,1895,1,1950,False,0.0,0
177500,6,1494,213.0,771.0,1942,1,1950,False,0.0,2
190000,5,1867,303.0,1617.0,1955,1,1993,False,0.0,3
99900,5,967,180.0,967.0,1920,1,1990,False,0.0,1
89900,4,869,390.0,0.0,1948,1,1950,False,0.0,0
172000,5,1968,530.0,784.0,1969,2,1969,False,232.0,1
129000,5,912,300.0,912.0,1963,1,1995,False,0.0,0
137500,5,889,484.0,864.0,1984,1,1984,False,0.0,0
131500,6,848,420.0,848.0,2003,1,2003,True,170.0,0
255000,6,2422,527.0,1288.0,1954,3,1994,False,300.0,2
163000,6,1040,480.0,1040.0,1967,1,1967,False,0.0,1
145250,6,1383,292.0,1383.0,1960,1,1960,False,175.0,0
134000,6,1132,240.0,608.0,1939,1,1950,False,0.0,0
260000,8,2417,462.0,1288.0,1991,2,1992,False,284.0,1
315000,9,1980,770.0,1980.0,2004,2,2005,True,66.0,1
195500,6,1604,472.0,926.0,1998,2,1998,True,0.0,0
325300,8,2376,853.0,1158.0,2005,3,2006,True,380.0,1
350000,8,2006,938.0,1982.0,1998,2,1998,True,495.0,1
173000,5,1632,898.0,784.0,1969,1,1969,False,178.0,1
290000,7,2520,721.0,1203.0,1995,2,1995,True,290.0,1
163000,6,1261,433.0,1261.0,1958,1,1958,False,0.0,1
100000,4,1123,264.0,732.0,1939,1,1950,True,0.0,0
192100,7,1851,506.0,1851.0,1969,2,1969,False,434.0,1
153000,5,1114,576.0,1114.0,2003,2,2004,True,0.0,0
100000,5,1764,301.0,0.0,1957,2,1982,False,0.0,1
144000,5,912,352.0,912.0,1962,1,1962,False,0.0,0
224900,7,1768,543.0,884.0,2003,2,2003,True,252.0,0
146500,5,1652,928.0,1652.0,1970,2,1970,False,0.0,0
405000,9,2855,774.0,1540.0,2000,2,2000,True,877.0,1
144000,4,1200,294.0,1200.0,1956,1,1956,False,0.0,2
144000,5,1344,484.0,1024.0,1958,1,1983,False,0.0,1
150000,7,2009,400.0,989.0,1939,2,1950,False,0.0,1
213250,7,1680,583.0,1650.0,1998,2,1999,True,0.0,1
97500,6,1458,330.0,912.0,1948,1,1950,False,0.0,1
142000,6,912,288.0,912.0,1961,1,1996,False,0.0,0
131000,6,1218,440.0,735.0,1941,1,1950,False,0.0,1
118000,6,987,264.0,483.0,1972,1,2007,False,510.0,0
50000,4,1484,264.0,771.0,1910,2,1950,False,0.0,0
165000,5,2071,336.0,825.0,1956,1,1956,False,366.0,1
115000,5,789,250.0,789.0,1948,1,1950,False,0.0,0
193000,7,1790,588.0,873.0,1999,2,1999,True,158.0,0
79000,5,1440,352.0,540.0,1900,1,1950,False,0.0,0
149000,6,1004,480.0,1004.0,1970,1,1970,False,180.0,1
150000,6,1495,438.0,1495.0,1989,2,1989,False,128.0,1
